date,time,category,quantity,price
2015-01-02,18:36:19,Classic,1,12.0
2015-01-02,18:36:19,Classic,1,20.5
2015-01-02,18:36:19,Supreme,1,20.75
2015-01-02,18:36:19,Supreme,1,12.5
2015-01-02,18:38:01,Chicken,1,16.75
2015-01-02,18:38:01,Veggie,1,18.5
2015-01-02,18:38:01,Classic,1,12.5
2015-01-02,18:38:01,Veggie,1,20.75
2015-01-02,18:41:40,Classic,1,9.75
2015-01-02,18:50:21,Chicken,1,20.75
2015-01-02,18:50:21,Veggie,1,20.25
2015-01-02,18:50:21,Chicken,1,16.75
2015-01-02,18:59:32,Classic,1,15.25
2015-01-02,18:59:32,Supreme,1,12.25
2015-01-02,19:05:17,Classic,1,12.0
2015-01-02,19:05:17,Classic,1,20.5
2015-01-02,19:05:17,Chicken,1,16.75
2015-01-02,19:18:49,Veggie,1,18.5
2015-01-02,19:23:02,Supreme,1,16.5
2015-01-02,19:23:02,Supreme,1,20.25
2015-01-02,19:26:59,Supreme,1,20.75
2015-01-02,19:26:59,Veggie,1,12.0
2015-01-02,19:32:29,Veggie,1,14.75
2015-01-02,19:35:07,Classic,1,12.0
2015-01-02,19:35:07,Classic,1,10.5
2015-01-02,19:35:07,Veggie,1,20.25
2015-01-02,19:38:48,Chicken,1,16.75
2015-01-02,19:38:48,Veggie,1,17.95
2015-01-02,19:38:48,Supreme,1,20.25
2015-01-02,19:38:48,Chicken,1,20.75
2015-01-02,19:50:19,Supreme,1,16.5
2015-01-02,20:12:09,Classic,1,12.0
2015-01-02,20:12:34,Chicken,1,12.75
2015-01-02,20:12:34,Supreme,1,20.25
2015-01-02,20:12:34,Supreme,1,20.75
2015-01-02,20:12:34,Classic,1,12.0
2015-01-02,20:31:06,Classic,1,25.5
2015-01-02,20:53:42,Veggie,1,20.25
2015-01-02,20:58:23,Classic,1,12.5
2015-01-02,21:05:06,Supreme,1,12.5
2015-01-02,21:13:02,Classic,1,12.0
2015-01-02,21:13:02,Classic,1,16.0
2015-01-02,21:14:55,Classic,1,10.5
2015-01-02,21:14:55,Classic,1,20.5
2015-01-02,21:14:55,Veggie,1,16.0
2015-01-02,21:14:55,Chicken,1,12.75
2015-01-02,21:33:10,Chicken,1,20.75
2015-01-02,21:33:10,Veggie,1,18.5
2015-01-02,21:33:10,Veggie,1,12.0
2015-01-02,21:33:10,Supreme,1,12.5
2015-01-02,21:42:45,Classic,1,9.75
2015-01-02,22:00:17,Chicken,1,20.75
2015-01-02,22:00:17,Classic,1,16.5
2015-01-02,22:00:17,Classic,1,12.0
2015-01-02,22:13:24,Classic,1,12.0
2015-01-02,22:13:24,Chicken,1,20.75
2015-01-02,22:13:24,Supreme,1,12.5
2015-01-02,22:29:34,Veggie,1,20.25
2015-01-02,22:32:49,Veggie,1,18.5
2015-01-02,22:32:49,Supreme,1,12.5
2015-01-03,11:34:10,Veggie,1,20.25
2015-01-03,11:34:10,Classic,1,9.75
2015-01-03,11:34:10,Supreme,1,16.5
2015-01-03,11:44:50,Chicken,1,16.75
2015-01-03,11:44:50,Veggie,1,17.95
2015-01-03,11:44:50,Veggie,1,21.0
2015-01-03,11:44:50,Supreme,1,16.25
2015-01-03,11:57:39,Veggie,1,18.5
2015-01-03,12:26:44,Supreme,1,12.5
2015-01-03,12:26:44,Veggie,1,16.0
2015-01-03,13:16:01,Classic,1,16.0
2015-01-03,13:33:59,Veggie,1,16.0
2015-01-03,13:41:36,Chicken,1,12.75
2015-01-03,13:41:36,Classic,1,12.0
2015-01-03,13:41:36,Classic,1,16.5
2015-01-03,13:41:36,Veggie,1,16.0
2015-01-03,13:41:36,Classic,1,15.25
2015-01-03,13:41:36,Supreme,1,12.5
2015-01-03,13:41:36,Chicken,1,20.75
2015-01-03,13:41:36,Veggie,1,16.0
2015-01-03,13:44:28,Chicken,3,16.75
2015-01-03,13:44:28,Classic,1,12.0
2015-01-03,13:44:28,Chicken,1,20.75
2015-01-03,13:44:28,Chicken,1,16.75
2015-01-03,13:44:28,Veggie,1,18.5
2015-01-03,13:44:28,Veggie,1,17.95
2015-01-03,13:44:28,Classic,1,11.0
2015-01-03,13:44:28,Chicken,1,20.75
2015-01-03,13:44:28,Chicken,1,12.75
2015-01-03,13:44:28,Supreme,1,20.75
2015-01-03,13:44:28,Chicken,1,16.75
2015-01-03,13:44:28,Veggie,1,20.25
2015-01-03,13:53:48,Classic,1,12.0
2015-01-03,14:22:10,Chicken,1,20.75
2015-01-03,14:22:10,Veggie,1,14.75
2015-01-03,14:22:10,Classic,1,13.25
2015-01-03,14:32:51,Classic,1,25.5
2015-01-03,14:40:42,Veggie,1,12.0
2015-01-03,14:48:45,Veggie,1,16.0
2015-01-03,14:49:58,Classic,1,12.5
2015-01-03,15:09:34,Chicken,1,20.75
2015-01-03,15:09:34,Supreme,1,12.5
2015-01-03,15:09:42,Classic,1,10.5
2015-01-03,15:09:42,Veggie,1,20.25
2015-01-03,15:09:42,Chicken,1,12.75
2015-01-03,15:09:42,Classic,1,16.0
2015-01-03,15:16:34,Veggie,1,16.0
2015-01-03,15:22:43,Supreme,1,12.5
2015-01-03,15:28:59,Chicken,1,12.75
2015-01-03,15:28:59,Classic,1,20.5
2015-01-03,15:28:59,Classic,1,15.25
2015-01-03,15:28:59,Supreme,1,20.75
2015-01-03,15:42:19,Classic,1,16.0
2015-01-03,15:42:19,Chicken,1,20.75
2015-01-03,15:43:03,Supreme,1,20.75
2015-01-03,15:43:03,Veggie,1,16.0
2015-01-03,15:43:03,Supreme,1,16.25
2015-01-03,15:43:03,Veggie,1,16.5
2015-01-03,15:54:30,Veggie,1,16.75
2015-01-03,15:54:30,Chicken,1,16.75
2015-01-03,15:59:22,Veggie,1,17.95
2015-01-03,15:59:22,Chicken,1,16.75
2015-01-03,16:35:33,Classic,1,16.0
2015-01-03,16:43:46,Classic,1,10.5
2015-01-03,16:43:46,Supreme,1,16.5
2015-01-03,16:43:46,Classic,1,25.5
2015-01-03,16:51:22,Classic,1,12.0
2015-01-03,16:54:54,Classic,1,13.25
2015-01-03,16:54:54,Classic,1,15.25
2015-01-03,16:54:54,Classic,1,16.0
2015-01-03,16:56:33,Chicken,1,20.75
2015-01-03,16:56:33,Classic,1,12.5
2015-01-03,16:57:37,Supreme,1,16.5
2015-01-03,16:58:51,Supreme,1,12.5
2015-01-03,17:00:49,Chicken,1,20.75
2015-01-03,17:00:49,Supreme,1,16.5
2015-01-03,17:00:49,Classic,1,12.5
2015-01-03,17:02:27,Classic,1,12.0
2015-01-03,17:02:27,Veggie,1,16.0
2015-01-03,17:15:48,Veggie,1,17.95
2015-01-03,17:15:48,Classic,1,12.0
2015-01-03,17:15:48,Supreme,1,16.25
2015-01-03,17:21:31,Classic,1,16.5
2015-01-03,17:23:03,Classic,1,16.0
2015-01-03,17:29:24,Classic,1,12.0
2015-01-03,17:29:24,Supreme,1,16.5
2015-01-03,17:29:24,Chicken,1,20.75
2015-01-03,17:35:30,Chicken,1,16.75
2015-01-03,17:35:30,Classic,1,16.0
2015-01-03,17:35:30,Veggie,1,20.25
2015-01-03,17:37:49,Classic,1,12.0
2015-01-03,17:37:49,Chicken,1,20.75
2015-01-03,17:37:49,Chicken,1,16.75
2015-01-03,17:37:49,Classic,1,16.0
2015-01-03,17:50:51,Supreme,1,20.75
2015-01-03,17:51:57,Chicken,1,20.75
2015-01-03,17:51:57,Supreme,1,16.5
2015-01-03,17:54:36,Classic,1,12.0
2015-01-03,17:54:36,Chicken,1,20.75
2015-01-03,18:15:03,Supreme,1,20.75
2015-01-03,18:20:14,Classic,1,16.5
2015-01-03,18:20:14,Supreme,1,16.25
2015-01-03,18:20:14,Veggie,1,12.0
2015-01-03,18:33:34,Classic,1,20.5
2015-01-03,18:33:34,Supreme,1,20.75
2015-01-03,18:49:32,Veggie,1,20.25
2015-01-03,18:50:10,Supreme,1,23.65
2015-01-03,18:50:10,Supreme,1,20.75
2015-01-03,18:54:55,Classic,1,16.0
2015-01-03,18:54:55,Veggie,1,20.75
2015-01-03,18:54:55,Veggie,1,12.5
2015-01-03,18:59:05,Classic,1,16.5
2015-01-03,19:08:33,Supreme,1,16.25
2015-01-03,19:08:33,Veggie,1,12.5
2015-01-03,19:36:00,Veggie,1,20.25
2015-01-03,19:36:00,Chicken,1,20.75
2015-01-03,19:36:00,Veggie,1,20.75
2015-01-03,19:36:00,Chicken,1,20.75
2015-01-03,19:37:12,Veggie,1,18.5
2015-01-03,19:37:12,Veggie,1,20.75
2015-01-03,20:08:39,Veggie,1,18.5
2015-01-03,20:08:39,Classic,1,9.75
2015-01-03,20:08:39,Supreme,1,20.75
2015-01-03,20:12:14,Classic,2,12.0
2015-01-03,20:12:14,Chicken,1,12.75
2015-01-03,20:14:23,Chicken,1,20.75
2015-01-03,20:14:23,Veggie,1,14.75
2015-01-03,20:14:23,Classic,1,11.0
2015-01-03,20:14:23,Supreme,1,20.75
2015-01-03,20:24:50,Chicken,1,20.75
2015-01-03,20:24:50,Chicken,1,16.75
2015-01-03,20:30:08,Supreme,1,12.25
2015-01-03,20:30:08,Chicken,1,20.75
2015-01-03,20:55:47,Classic,1,12.0
2015-01-03,20:55:47,Chicken,1,16.75
2015-01-03,20:55:47,Chicken,2,20.75
2015-01-03,21:21:24,Chicken,1,12.75
2015-01-03,21:25:20,Chicken,1,20.75
2015-01-03,21:40:14,Supreme,1,12.25
2015-01-03,21:40:14,Supreme,1,16.5
2015-01-03,21:40:14,Veggie,1,16.0
2015-01-03,21:47:48,Veggie,1,17.95
2015-01-03,21:47:48,Classic,1,20.5
2015-01-03,21:47:48,Veggie,1,21.0
2015-01-03,21:47:48,Supreme,1,20.75
2015-01-03,21:55:42,Classic,1,12.0
2015-01-03,21:55:42,Chicken,1,20.75
2015-01-03,22:10:38,Chicken,1,16.75
2015-01-03,22:24:05,Classic,1,25.5
2015-01-03,22:29:59,Supreme,1,16.25
2015-01-03,22:29:59,Chicken,1,20.75
2015-01-03,22:29:59,Supreme,1,20.75
2015-01-03,22:29:59,Classic,1,25.5
2015-01-03,22:50:29,Chicken,1,12.75
2015-01-04,11:30:48,Chicken,1,20.75
2015-01-04,11:30:48,Veggie,1,16.75
2015-01-04,11:30:48,Classic,1,17.5
2015-01-04,11:30:48,Classic,1,12.0
2015-01-04,11:36:25,Supreme,1,20.75
2015-01-04,11:43:54,Chicken,1,12.75
2015-01-04,11:43:54,Chicken,1,16.75
2015-01-04,11:43:54,Supreme,1,12.5
2015-01-04,11:45:10,Classic,1,16.0
2015-01-04,11:45:10,Classic,1,9.75
2015-01-04,11:45:10,Supreme,1,20.75
2015-01-04,12:03:58,Supreme,1,20.75
2015-01-04,12:12:05,Chicken,1,20.75
2015-01-04,12:12:05,Chicken,1,12.75
2015-01-04,12:12:05,Chicken,1,16.75
2015-01-04,12:12:05,Classic,1,12.5
2015-01-04,12:12:05,Classic,1,16.0
2015-01-04,12:29:17,Chicken,1,20.75
2015-01-04,12:34:13,Veggie,1,12.0
2015-01-04,12:54:20,Classic,1,9.75
2015-01-04,13:16:03,Classic,1,20.5
2015-01-04,13:20:39,Veggie,1,17.95
2015-01-04,13:39:16,Classic,1,20.5
2015-01-04,13:39:16,Supreme,1,16.5
2015-01-04,13:39:16,Veggie,1,12.0
2015-01-04,13:39:16,Veggie,1,16.5
2015-01-04,13:44:49,Veggie,1,12.0
2015-01-04,14:31:56,Chicken,1,16.75
2015-01-04,14:31:56,Veggie,1,18.5
2015-01-04,14:31:56,Classic,1,16.5
2015-01-04,14:35:03,Classic,1,16.0
2015-01-04,14:35:03,Veggie,1,12.0
2015-01-04,14:35:11,Supreme,1,16.5
2015-01-04,14:42:01,Chicken,1,20.75
2015-01-04,14:42:01,Veggie,1,18.5
2015-01-04,14:42:01,Supreme,1,16.5
2015-01-04,14:42:01,Veggie,1,16.0
2015-01-04,15:31:59,Classic,1,10.5
2015-01-04,15:31:59,Classic,1,12.0
2015-01-04,15:31:59,Classic,1,20.5
2015-01-04,15:31:59,Supreme,1,20.75
2015-01-04,15:33:18,Veggie,1,18.5
2015-01-04,15:33:18,Supreme,1,16.5
2015-01-04,15:33:18,Classic,1,12.0
2015-01-04,15:46:38,Veggie,1,17.95
2015-01-04,15:46:38,Supreme,1,12.25
2015-01-04,16:08:20,Classic,1,11.0
2015-01-04,16:39:58,Chicken,1,12.75
2015-01-04,16:39:58,Supreme,1,16.5
2015-01-04,16:39:58,Classic,1,16.0
2015-01-04,16:39:58,Chicken,1,20.75
2015-01-04,16:41:48,Chicken,1,20.75
2015-01-04,16:41:48,Chicken,1,16.75
2015-01-04,16:41:48,Chicken,1,12.75
2015-01-04,16:59:39,Classic,1,20.5
2015-01-04,17:24:39,Chicken,1,16.75
2015-01-04,17:24:39,Classic,1,16.0
2015-01-04,17:31:24,Veggie,1,12.75
2015-01-04,17:37:57,Veggie,1,21.0
2015-01-04,17:37:57,Supreme,1,20.75
2015-01-04,17:37:57,Veggie,1,12.5
2015-01-04,17:58:38,Chicken,1,16.75
2015-01-04,18:04:18,Chicken,1,20.75
2015-01-04,18:04:18,Classic,1,12.0
2015-01-04,18:04:18,Supreme,1,12.5
2015-01-04,18:21:59,Chicken,1,16.75
2015-01-04,18:21:59,Supreme,1,20.75
2015-01-04,18:26:51,Veggie,1,12.0
2015-01-04,18:36:09,Chicken,1,16.75
2015-01-04,18:36:09,Supreme,1,12.5
2015-01-04,18:36:09,Classic,1,16.0
2015-01-04,18:51:30,Chicken,1,16.75
2015-01-04,19:21:04,Classic,1,20.5
2015-01-04,19:21:04,Veggie,1,16.0
2015-01-04,19:27:48,Veggie,1,12.0
2015-01-04,19:45:15,Veggie,1,20.75
2015-01-04,19:57:52,Supreme,1,20.75
2015-01-04,19:57:52,Chicken,1,16.75
2015-01-04,20:10:24,Veggie,1,14.75
2015-01-04,20:11:25,Supreme,1,16.25
2015-01-04,20:11:25,Supreme,1,20.75
2015-01-04,20:15:29,Supreme,1,16.25
2015-01-04,20:15:29,Chicken,1,20.75
2015-01-04,20:15:29,Veggie,1,16.0
2015-01-04,20:26:17,Classic,1,20.5
2015-01-04,20:26:17,Supreme,1,12.5
2015-01-04,20:26:22,Supreme,1,12.5
2015-01-04,20:26:22,Supreme,1,20.75
2015-01-04,20:28:41,Chicken,1,20.75
2015-01-04,20:28:41,Chicken,1,20.75
2015-01-04,20:30:48,Chicken,1,16.75
2015-01-04,20:30:48,Classic,1,15.25
2015-01-04,20:55:29,Classic,1,13.25
2015-01-04,20:55:29,Supreme,1,16.25
2015-01-04,20:55:29,Supreme,1,12.5
2015-01-04,20:58:19,Classic,1,10.5
2015-01-04,20:58:19,Chicken,1,20.75
2015-01-04,21:06:16,Chicken,1,20.75
2015-01-04,21:06:16,Supreme,1,12.25
2015-01-04,21:07:05,Veggie,1,14.75
2015-01-04,21:10:05,Veggie,1,16.0
2015-01-04,22:13:15,Supreme,1,16.5
2015-01-04,22:16:18,Supreme,1,23.65
2015-01-04,22:22:13,Chicken,1,20.75
2015-01-04,22:22:13,Supreme,1,23.65
2015-01-04,22:22:13,Veggie,1,18.5
2015-01-05,11:23:35,Veggie,1,18.5
2015-01-05,11:23:35,Veggie,1,16.0
2015-01-05,11:23:35,Classic,1,16.5
2015-01-05,11:23:35,Veggie,1,16.0
2015-01-05,11:56:06,Classic,1,17.5
2015-01-05,11:59:04,Chicken,1,20.75
2015-01-05,11:59:04,Chicken,1,20.75
2015-01-05,11:59:23,Classic,1,16.0
