date,cumulative_revenue
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-05,11929.55
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-06,14358.5
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-07,16560.7
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
2015-01-08,19399.050000000003
